SBY 19:25:20 [hyperram_bmc] Removing directory 'hyperram_bmc'.
SBY 19:25:20 [hyperram_bmc] Copy 'src/hyperram.v' to 'hyperram_bmc/src/hyperram.v'.
SBY 19:25:20 [hyperram_bmc] engine_0: smtbmc
SBY 19:25:20 [hyperram_bmc] base: starting process "cd hyperram_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:89.4-89.95.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:91.4-91.103.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:97.4-97.96.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:99.4-99.104.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:342.13-342.59.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:343.15-343.64.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:344.15-344.31.
SBY 19:25:23 [hyperram_bmc] base: finished (returncode=0)
SBY 19:25:23 [hyperram_bmc] smt2: starting process "cd hyperram_bmc/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 19:25:24 [hyperram_bmc] smt2: finished (returncode=0)
SBY 19:25:24 [hyperram_bmc] engine_0: starting process "cd hyperram_bmc; yosys-smtbmc --presat --unroll --noprogress -t 100  --append 0 --dump-vcd engine_0/trace.vcd --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 19:27:54 [hyperram_bmc] engine_0: ##   0:02:30  Checking assertions in step 69..
SBY 19:27:59 [hyperram_bmc] engine_0: ##   0:02:34  Checking assumptions in step 70..
SBY 19:27:59 [hyperram_bmc] engine_0: ##   0:02:35  Checking assertions in step 70..
SBY 19:28:03 [hyperram_bmc] engine_0: ##   0:02:39  Checking assumptions in step 71..
SBY 19:28:05 [hyperram_bmc] engine_0: ##   0:02:41  Checking assertions in step 71..
SBY 19:28:11 [hyperram_bmc] engine_0: ##   0:02:47  Checking assumptions in step 72..
SBY 19:28:14 [hyperram_bmc] engine_0: ##   0:02:50  Checking assertions in step 72..
SBY 19:28:19 [hyperram_bmc] engine_0: ##   0:02:55  Checking assumptions in step 73..
SBY 19:28:19 [hyperram_bmc] engine_0: ##   0:02:55  Checking assertions in step 73..
SBY 19:28:26 [hyperram_bmc] engine_0: ##   0:03:02  Checking assumptions in step 74..
SBY 19:28:26 [hyperram_bmc] engine_0: ##   0:03:02  Checking assertions in step 74..
SBY 19:28:33 [hyperram_bmc] engine_0: ##   0:03:08  Checking assumptions in step 75..
SBY 19:28:33 [hyperram_bmc] engine_0: ##   0:03:09  Checking assertions in step 75..
SBY 19:28:40 [hyperram_bmc] engine_0: ##   0:03:16  Checking assumptions in step 76..
SBY 19:28:43 [hyperram_bmc] engine_0: ##   0:03:19  Checking assertions in step 76..
SBY 19:28:47 [hyperram_bmc] engine_0: ##   0:03:22  Checking assumptions in step 77..
SBY 19:28:47 [hyperram_bmc] engine_0: ##   0:03:23  Checking assertions in step 77..
SBY 19:28:56 [hyperram_bmc] engine_0: ##   0:03:32  Checking assumptions in step 78..
SBY 19:28:56 [hyperram_bmc] engine_0: ##   0:03:32  Checking assertions in step 78..
SBY 19:29:05 [hyperram_bmc] engine_0: ##   0:03:41  Checking assumptions in step 79..
SBY 19:29:06 [hyperram_bmc] engine_0: ##   0:03:42  Checking assertions in step 79..
SBY 19:29:23 [hyperram_bmc] engine_0: ##   0:03:59  Checking assumptions in step 80..
SBY 19:29:26 [hyperram_bmc] engine_0: ##   0:04:01  Checking assertions in step 80..
SBY 19:29:32 [hyperram_bmc] engine_0: ##   0:04:08  Checking assumptions in step 81..
SBY 19:29:32 [hyperram_bmc] engine_0: ##   0:04:08  Checking assertions in step 81..
SBY 19:29:39 [hyperram_bmc] engine_0: ##   0:04:15  Checking assumptions in step 82..
SBY 19:29:40 [hyperram_bmc] engine_0: ##   0:04:16  Checking assertions in step 82..
SBY 19:29:47 [hyperram_bmc] engine_0: ##   0:04:23  Checking assumptions in step 83..
SBY 19:29:47 [hyperram_bmc] engine_0: ##   0:04:23  Checking assertions in step 83..
SBY 19:29:56 [hyperram_bmc] engine_0: ##   0:04:31  Checking assumptions in step 84..
SBY 19:29:59 [hyperram_bmc] engine_0: ##   0:04:35  Checking assertions in step 84..
SBY 19:30:07 [hyperram_bmc] engine_0: ##   0:04:43  Checking assumptions in step 85..
SBY 19:30:07 [hyperram_bmc] engine_0: ##   0:04:43  Checking assertions in step 85..
SBY 19:30:19 [hyperram_bmc] engine_0: ##   0:04:55  Checking assumptions in step 86..
SBY 19:30:19 [hyperram_bmc] engine_0: ##   0:04:55  Checking assertions in step 86..
SBY 19:30:27 [hyperram_bmc] engine_0: ##   0:05:03  Checking assumptions in step 87..
SBY 19:30:30 [hyperram_bmc] engine_0: ##   0:05:06  Checking assertions in step 87..
SBY 19:30:43 [hyperram_bmc] engine_0: ##   0:05:19  Checking assumptions in step 88..
SBY 19:30:45 [hyperram_bmc] engine_0: ##   0:05:21  Checking assertions in step 88..
SBY 19:30:53 [hyperram_bmc] engine_0: ##   0:05:29  Checking assumptions in step 89..
SBY 19:30:54 [hyperram_bmc] engine_0: ##   0:05:30  Checking assertions in step 89..
SBY 19:31:04 [hyperram_bmc] engine_0: ##   0:05:40  Checking assumptions in step 90..
SBY 19:31:04 [hyperram_bmc] engine_0: ##   0:05:40  Checking assertions in step 90..
SBY 19:31:13 [hyperram_bmc] engine_0: ##   0:05:49  Checking assumptions in step 91..
SBY 19:31:13 [hyperram_bmc] engine_0: ##   0:05:49  Checking assertions in step 91..
SBY 19:31:24 [hyperram_bmc] engine_0: ##   0:06:00  Checking assumptions in step 92..
